8.584971796	9.505593515	-13.79381853	7.517343904	-14.11018444	-9.373858584	-9.899246541	-19.23629237	1.190738695	-2.018575249	-1.04280417	1
2.365754878	0.089790598	-2.830744567	-0.407138138	-2.998926256	-4.629480997	-4.180378884	-4.605686468	0.256559618	-0.630976513	0.326839204	1
-2.722660325	2.502004702	-2.008346425	1.878855544	-5.112971088	-4.350434468	-5.03744941	-8.078010498	1.138875933	1.215151614	-0.923141609	1
-3.935918924	0.163310075	-1.400951828	-0.470999587	-1.134453811	0.984993219	-0.934615796	-0.052419435	0.70267204	-0.170947427	0.126221383	1
-0.45806897	2.737229172	-1.005105974	-1.933197352	1.987861863	-1.016915535	1.154312686	-2.043857668	-0.936989532	-0.469800302	-1.495005897	1
-0.764005912	-0.671367974	-1.400096222	0.123506163	0.589806602	-0.249767502	1.226548528	0.383495084	0.398619533	0.048565943	0.020527851	0
-0.764202936	-1.686788451	0.025121144	0.117092813	-1.961237278	1.107290515	-0.090695326	-0.01608739	0.063714642	0.104335409	-0.054926123	0
0.053411421	-0.699735503	0.912905221	0.663058286	-0.673110911	0.424050473	0.65903615	-0.768335413	-0.092906726	0.187091417	-0.051341369	0
0.812482537	0.116674423	0.767696695	0.199338747	-0.675322625	-0.005435243	-0.304014038	-0.391395559	0.038799524	0.107481347	0.098186935	0
-0.799903403	0.218499047	-0.541383391	0.325910946	0.802201358	-0.014764073	-1.179005063	-0.434078756	-0.202145784	0.073404751	0.020110365	0
